iso3c,country_name,stressor_group,tonnes_lw,pressure,pressure_per_tonne,stressor_value
AZE,Azerbaijan,trout,312,disturbance,1.03033314220658e-4,0.03214639403684529
AZE,Azerbaijan,trout,312,GHG,0.944759213952999,294.7648747533357
AZE,Azerbaijan,trout,312,nutrients,0.069637167522348,21.726796266972574
AZE,Azerbaijan,trout,312,water,1.34179701380206,418.64066830624273
ROU,Romania,catfish,306.67,disturbance,4.14988295741006e-4,0.1272644606548943
ROU,Romania,catfish,306.67,GHG,0.31608345108251096,96.93331194347364
ROU,Romania,catfish,306.67,nutrients,0.07757222970698771,23.789075684241922
ROU,Romania,catfish,306.67,water,905.754070994668,277767.6009519349
CHE,Switzerland,catfish,305,disturbance,4.14988295741006e-4,0.12657143020100683
CHE,Switzerland,catfish,305,GHG,0.31608345108251096,96.40545258016584
CHE,Switzerland,catfish,305,nutrients,0.07757222970698771,23.65953006063125
CHE,Switzerland,catfish,305,water,905.754070994668,276254.99165337376
BLR,Belarus,hypoph_carp,302,disturbance,0.00206835365712059,0.6246428044504182
BLR,Belarus,hypoph_carp,302,GHG,0.564982994641583,170.62486438175804
BLR,Belarus,hypoph_carp,302,nutrients,0.023899532557990398,7.2176588325131
BLR,Belarus,hypoph_carp,302,water,4949.34535538124,1494702.2973251343
MAR,Morocco,tilapia,300,disturbance,5.829632507368969e-4,0.17488897522106905
MAR,Morocco,tilapia,300,GHG,0.483575263722461,145.0725791167383
MAR,Morocco,tilapia,300,nutrients,0.07873617323421304,23.620851970263914
MAR,Morocco,tilapia,300,water,279.400869039548,83820.26071186441
KAZ,Kazakhstan,trout,287,disturbance,1.03033314220658e-4,0.029570561181328846
KAZ,Kazakhstan,trout,287,GHG,0.944759213952999,271.1458944045107
KAZ,Kazakhstan,trout,287,nutrients,0.069637167522348,19.985867078913877
KAZ,Kazakhstan,trout,287,water,1.34179701380206,385.09574296119126
THA,Thailand,hypoph_carp,267,disturbance,0.00206835365712059,0.5522504264511975
THA,Thailand,hypoph_carp,267,GHG,0.564982994641583,150.85045956930264
THA,Thailand,hypoph_carp,267,nutrients,0.023899532557990398,6.381175192983436
THA,Thailand,hypoph_carp,267,water,4949.34535538124,1321475.209886791
DNK,Denmark,catfish,265,disturbance,4.14988295741006e-4,0.10997189837136659
DNK,Denmark,catfish,265,GHG,0.31608345108251096,83.7621145368654
DNK,Denmark,catfish,265,nutrients,0.07757222970698771,20.556640872351743
DNK,Denmark,catfish,265,water,905.754070994668,240024.82881358702
SEN,Senegal,tilapia,260,disturbance,5.829632507368969e-4,0.15157044519159318
SEN,Senegal,tilapia,260,GHG,0.483575263722461,125.72956856783986
SEN,Senegal,tilapia,260,nutrients,0.07873617323421304,20.47140504089539
SEN,Senegal,tilapia,260,water,279.400869039548,72644.22595028249
BFA,Burkina Faso,tilapia,253,disturbance,5.829632507368969e-4,0.14748970243643492
BFA,Burkina Faso,tilapia,253,GHG,0.483575263722461,122.34454172178263
BFA,Burkina Faso,tilapia,253,nutrients,0.07873617323421304,19.9202518282559
BFA,Burkina Faso,tilapia,253,water,279.400869039548,70688.41986700565
HKG,Hong Kong SAR China,tilapia,250,disturbance,5.829632507368969e-4,0.14574081268422423
HKG,Hong Kong SAR China,tilapia,250,GHG,0.483575263722461,120.89381593061525
HKG,Hong Kong SAR China,tilapia,250,nutrients,0.07873617323421304,19.68404330855326
HKG,Hong Kong SAR China,tilapia,250,water,279.400869039548,69850.21725988701
JAM,Jamaica,catfish,249,disturbance,4.14988295741006e-4,0.10333208563951049
JAM,Jamaica,catfish,249,GHG,0.31608345108251096,78.70477931954522
JAM,Jamaica,catfish,249,nutrients,0.07757222970698771,19.31548519703994
JAM,Jamaica,catfish,249,water,905.754070994668,225532.76367767234
KEN,Kenya,oth_carp,247,disturbance,6.90874724869731e-4,0.17064605704282357
KEN,Kenya,oth_carp,247,GHG,0.6717593883891231,165.9245689321134
KEN,Kenya,oth_carp,247,nutrients,0.0837671208625867,20.690478853058913
KEN,Kenya,oth_carp,247,water,1735.33249326422,428627.1258362623
PAK,Pakistan,tilapia,245,disturbance,5.829632507368969e-4,0.14282599643053973
PAK,Pakistan,tilapia,245,GHG,0.483575263722461,118.47593961200295
PAK,Pakistan,tilapia,245,nutrients,0.07873617323421304,19.290362442382197
PAK,Pakistan,tilapia,245,water,279.400869039548,68453.21291468927
MKD,North Macedonia,oth_carp,240,disturbance,6.90874724869731e-4,0.16580993396873545
MKD,North Macedonia,oth_carp,240,GHG,0.6717593883891231,161.22225321338954
MKD,North Macedonia,oth_carp,240,nutrients,0.0837671208625867,20.104109007020806
MKD,North Macedonia,oth_carp,240,water,1735.33249326422,416479.79838341277
TUR,Turkey,oth_carp,233,disturbance,6.90874724869731e-4,0.16097381089464732
TUR,Turkey,oth_carp,233,GHG,0.6717593883891231,156.51993749466567
TUR,Turkey,oth_carp,233,nutrients,0.0837671208625867,19.5177391609827
TUR,Turkey,oth_carp,233,water,1735.33249326422,404332.4709305632
NER,Niger,tilapia,230,disturbance,5.829632507368969e-4,0.1340815476694863
NER,Niger,tilapia,230,GHG,0.483575263722461,111.22231065616603
NER,Niger,tilapia,230,nutrients,0.07873617323421304,18.109319843869
NER,Niger,tilapia,230,water,279.400869039548,64262.19987909604
TJK,Tajikistan,oth_carp,230,disturbance,6.90874724869731e-4,0.15890118672003814
TJK,Tajikistan,oth_carp,230,GHG,0.6717593883891231,154.5046593294983
TJK,Tajikistan,oth_carp,230,nutrients,0.0837671208625867,19.26643779839494
TJK,Tajikistan,oth_carp,230,water,1735.33249326422,399126.4734507706
GIN,Guinea,catfish,229.9,disturbance,4.14988295741006e-4,0.09540580919085728
GIN,Guinea,catfish,229.9,GHG,0.31608345108251096,72.66758540386927
GIN,Guinea,catfish,229.9,nutrients,0.07757222970698771,17.833855609636476
GIN,Guinea,catfish,229.9,water,905.754070994668,208232.86092167418
SGP,Singapore,catfish,225.16899999999998,disturbance,4.14988295741006e-4,0.09344249956370657
SGP,Singapore,catfish,225.16899999999998,GHG,0.31608345108251096,71.17219459679791
SGP,Singapore,catfish,225.16899999999998,nutrients,0.07757222970698771,17.466861390892714
SGP,Singapore,catfish,225.16899999999998,water,905.754070994668,203947.7384117984
SRB,Serbia,hypoph_carp,220.82,disturbance,0.00206835365712059,0.45673385456536864
SRB,Serbia,hypoph_carp,220.82,GHG,0.564982994641583,124.75954487675435
SRB,Serbia,hypoph_carp,220.82,nutrients,0.023899532557990398,5.27749477945544
SRB,Serbia,hypoph_carp,220.82,water,4949.34535538124,1092914.4413752854
AUS,Australia,trout,219.37,disturbance,1.03033314220658e-4,0.022602418140585747
AUS,Australia,trout,219.37,GHG,0.944759213952999,207.2518287648694
AUS,Australia,trout,219.37,nutrients,0.069637167522348,15.27630543937748
AUS,Australia,trout,219.37,water,1.34179701380206,294.3500109177579
ARM,Armenia,catfish,217,disturbance,4.14988295741006e-4,0.0900524601757983
ARM,Armenia,catfish,217,GHG,0.31608345108251096,68.59010888490488
ARM,Armenia,catfish,217,nutrients,0.07757222970698771,16.833173846416333
ARM,Armenia,catfish,217,water,905.754070994668,196548.63340584296
GBR,United Kingdom,oth_carp,215.57,disturbance,6.90874724869731e-4,0.14893186444016793
GBR,United Kingdom,oth_carp,215.57,GHG,0.6717593883891231,144.81117135504326
GBR,United Kingdom,oth_carp,215.57,nutrients,0.0837671208625867,18.057678244347812
GBR,United Kingdom,oth_carp,215.57,water,1735.33249326422,374085.62557296787
TJK,Tajikistan,hypoph_carp,210,disturbance,0.00206835365712059,0.4343542679953239
TJK,Tajikistan,hypoph_carp,210,GHG,0.564982994641583,118.64642887473242
TJK,Tajikistan,hypoph_carp,210,nutrients,0.023899532557990398,5.018901837177983
TJK,Tajikistan,hypoph_carp,210,water,4949.34535538124,1039362.5246300603
UGA,Uganda,oth_carp,210,disturbance,6.90874724869731e-4,0.14508369222264353
UGA,Uganda,oth_carp,210,GHG,0.6717593883891231,141.06947156171586
UGA,Uganda,oth_carp,210,nutrients,0.0837671208625867,17.591095381143205
UGA,Uganda,oth_carp,210,water,1735.33249326422,364419.82358548616
LBR,Liberia,tilapia,205,disturbance,5.829632507368969e-4,0.11950746640106386
LBR,Liberia,tilapia,205,GHG,0.483575263722461,99.13292906310451
LBR,Liberia,tilapia,205,nutrients,0.07873617323421304,16.140915513013674
LBR,Liberia,tilapia,205,water,279.400869039548,57277.17815310734
LKA,Sri Lanka,misc_diad,201.23,disturbance,8.26179229966134e-5,0.016625204644608513
LKA,Sri Lanka,misc_diad,201.23,GHG,6.00415871359159,1208.2168579360355
LKA,Sri Lanka,misc_diad,201.23,nutrients,0.0948707145875609,19.09083389645488
LKA,Sri Lanka,misc_diad,201.23,water,12.9409503369015,2604.107436294689
ALB,Albania,catfish,200,disturbance,4.14988295741006e-4,0.0829976591482012
ALB,Albania,catfish,200,GHG,0.31608345108251096,63.216690216502194
ALB,Albania,catfish,200,nutrients,0.07757222970698771,15.514445941397542
ALB,Albania,catfish,200,water,905.754070994668,181150.8141989336
ARM,Armenia,hypoph_carp,200,disturbance,0.00206835365712059,0.413670731424118
ARM,Armenia,hypoph_carp,200,GHG,0.564982994641583,112.99659892831659
ARM,Armenia,hypoph_carp,200,nutrients,0.023899532557990398,4.77990651159808
ARM,Armenia,hypoph_carp,200,water,4949.34535538124,989869.071076248
DOM,Dominican Republic,oth_carp,200,disturbance,6.90874724869731e-4,0.1381749449739462
DOM,Dominican Republic,oth_carp,200,GHG,0.6717593883891231,134.3518776778246
DOM,Dominican Republic,oth_carp,200,nutrients,0.0837671208625867,16.753424172517338
DOM,Dominican Republic,oth_carp,200,water,1735.33249326422,347066.498652844
BLR,Belarus,catfish,185.5,disturbance,4.14988295741006e-4,0.0769803288599566
BLR,Belarus,catfish,185.5,GHG,0.31608345108251096,58.63348017580578
BLR,Belarus,catfish,185.5,nutrients,0.07757222970698771,14.389648610646221
BLR,Belarus,catfish,185.5,water,905.754070994668,168017.38016951093
BTN,Bhutan,oth_carp,185,disturbance,6.90874724869731e-4,0.12781182410090025
BTN,Bhutan,oth_carp,185,GHG,0.6717593883891231,124.27548685198776
BTN,Bhutan,oth_carp,185,nutrients,0.0837671208625867,15.49691735957854
BTN,Bhutan,oth_carp,185,water,1735.33249326422,321036.5112538807
ISR,Israel,hypoph_carp,175,disturbance,0.00206835365712059,0.36196188999610324
ISR,Israel,hypoph_carp,175,GHG,0.564982994641583,98.87202406227702
ISR,Israel,hypoph_carp,175,nutrients,0.023899532557990398,4.182418197648319
ISR,Israel,hypoph_carp,175,water,4949.34535538124,866135.437191717
KWT,Kuwait,tilapia,175,disturbance,5.829632507368969e-4,0.10201856887895695
KWT,Kuwait,tilapia,175,GHG,0.483575263722461,84.62567115143068
KWT,Kuwait,tilapia,175,nutrients,0.07873617323421304,13.778830315987284
KWT,Kuwait,tilapia,175,water,279.400869039548,48895.1520819209
LTU,Lithuania,hypoph_carp,164.51,disturbance,0.00206835365712059,0.34026486013290824
LTU,Lithuania,hypoph_carp,164.51,GHG,0.564982994641583,92.94535244848682
LTU,Lithuania,hypoph_carp,164.51,nutrients,0.023899532557990398,3.931712101115
LTU,Lithuania,hypoph_carp,164.51,water,4949.34535538124,814216.8044137676
RWA,Rwanda,catfish,156,disturbance,4.14988295741006e-4,0.06473817413559693
RWA,Rwanda,catfish,156,GHG,0.31608345108251096,49.30901836887171
RWA,Rwanda,catfish,156,nutrients,0.07757222970698771,12.101267834290082
RWA,Rwanda,catfish,156,water,905.754070994668,141297.63507516822
JPN,Japan,catfish,152,disturbance,4.14988295741006e-4,0.06307822095263291
JPN,Japan,catfish,152,GHG,0.31608345108251096,48.04468456454167
JPN,Japan,catfish,152,nutrients,0.07757222970698771,11.790978915462132
JPN,Japan,catfish,152,water,905.754070994668,137674.61879118954
BOL,Bolivia,oth_carp,150,disturbance,6.90874724869731e-4,0.10363120873045965
BOL,Bolivia,oth_carp,150,GHG,0.6717593883891231,100.76390825836846
BOL,Bolivia,oth_carp,150,nutrients,0.0837671208625867,12.565068129388004
BOL,Bolivia,oth_carp,150,water,1735.33249326422,260299.873989633
JOR,Jordan,tilapia,150,disturbance,5.829632507368969e-4,0.08744448761053453
JOR,Jordan,tilapia,150,GHG,0.483575263722461,72.53628955836915
JOR,Jordan,tilapia,150,nutrients,0.07873617323421304,11.810425985131957
JOR,Jordan,tilapia,150,water,279.400869039548,41910.130355932204
PNG,Papua New Guinea,trout,150,disturbance,1.03033314220658e-4,0.0154549971330987
PNG,Papua New Guinea,trout,150,GHG,0.944759213952999,141.71388209294986
PNG,Papua New Guinea,trout,150,nutrients,0.069637167522348,10.4455751283522
PNG,Papua New Guinea,trout,150,water,1.34179701380206,201.269552070309
EST,Estonia,catfish,148.43,disturbance,4.14988295741006e-4,0.06159671273683752
EST,Estonia,catfish,148.43,GHG,0.31608345108251096,46.91626664417711
EST,Estonia,catfish,148.43,nutrients,0.07757222970698771,11.514046055408187
EST,Estonia,catfish,148.43,water,905.754070994668,134441.07675773857
SVN,Slovenia,oth_carp,138.3,disturbance,6.90874724869731e-4,0.0955479744494838
SVN,Slovenia,oth_carp,138.3,GHG,0.6717593883891231,92.90432341421572
SVN,Slovenia,oth_carp,138.3,nutrients,0.0837671208625867,11.584992815295742
SVN,Slovenia,oth_carp,138.3,water,1735.33249326422,239996.48381844163
KOR,South Korea,tilapia,138,disturbance,5.829632507368969e-4,0.08044892860169177
KOR,South Korea,tilapia,138,GHG,0.483575263722461,66.73338639369962
KOR,South Korea,tilapia,138,nutrients,0.07873617323421304,10.8655919063214
KOR,South Korea,tilapia,138,water,279.400869039548,38557.319927457625
COG,Congo - Brazzaville,catfish,130,disturbance,4.14988295741006e-4,0.05394847844633078
COG,Congo - Brazzaville,catfish,130,GHG,0.31608345108251096,41.09084864072643
COG,Congo - Brazzaville,catfish,130,nutrients,0.07757222970698771,10.084389861908402
COG,Congo - Brazzaville,catfish,130,water,905.754070994668,117748.02922930685
UZB,Uzbekistan,trout,130,disturbance,1.03033314220658e-4,0.01339433084868554
UZB,Uzbekistan,trout,130,GHG,0.944759213952999,122.81869781388987
UZB,Uzbekistan,trout,130,nutrients,0.069637167522348,9.05283177790524
UZB,Uzbekistan,trout,130,water,1.34179701380206,174.43361179426782
GTM,Guatemala,trout,128,disturbance,1.03033314220658e-4,0.013188264220244224
GTM,Guatemala,trout,128,GHG,0.944759213952999,120.92917938598387
GTM,Guatemala,trout,128,nutrients,0.069637167522348,8.913557442860544
GTM,Guatemala,trout,128,water,1.34179701380206,171.7500177666637
FIN,Finland,catfish,127.1,disturbance,4.14988295741006e-4,0.05274501238868186
FIN,Finland,catfish,127.1,GHG,0.31608345108251096,40.17420663258714
FIN,Finland,catfish,127.1,nutrients,0.07757222970698771,9.859430395758137
FIN,Finland,catfish,127.1,water,905.754070994668,115121.3424234223
ETH,Ethiopia,tilapia,124,disturbance,5.829632507368969e-4,0.07228744309137522
ETH,Ethiopia,tilapia,124,GHG,0.483575263722461,59.963332701585166
ETH,Ethiopia,tilapia,124,nutrients,0.07873617323421304,9.763285481042418
ETH,Ethiopia,tilapia,124,water,279.400869039548,34645.707760903955
PAN,Panama,tilapia,120.1,disturbance,5.829632507368969e-4,0.07001388641350131
PAN,Panama,tilapia,120.1,GHG,0.483575263722461,58.077389173067566
PAN,Panama,tilapia,120.1,nutrients,0.07873617323421304,9.456214405428986
PAN,Panama,tilapia,120.1,water,279.400869039548,33556.04437164972
ECU,Ecuador,catfish,120,disturbance,4.14988295741006e-4,0.04979859548892072
ECU,Ecuador,catfish,120,GHG,0.31608345108251096,37.930014129901316
ECU,Ecuador,catfish,120,nutrients,0.07757222970698771,9.308667564838526
ECU,Ecuador,catfish,120,water,905.754070994668,108690.48851936017
NER,Niger,catfish,120,disturbance,4.14988295741006e-4,0.04979859548892072
NER,Niger,catfish,120,GHG,0.31608345108251096,37.930014129901316
NER,Niger,catfish,120,nutrients,0.07757222970698771,9.308667564838526
NER,Niger,catfish,120,water,905.754070994668,108690.48851936017
BFA,Burkina Faso,catfish,119,disturbance,4.14988295741006e-4,0.04938360719317971
BFA,Burkina Faso,catfish,119,GHG,0.31608345108251096,37.613930678818804
BFA,Burkina Faso,catfish,119,nutrients,0.07757222970698771,9.231095335131538
BFA,Burkina Faso,catfish,119,water,905.754070994668,107784.7344483655
HRV,Croatia,catfish,118.10000000000001,disturbance,4.14988295741006e-4,0.04901011772701281
HRV,Croatia,catfish,118.10000000000001,GHG,0.31608345108251096,37.329455572844545
HRV,Croatia,catfish,118.10000000000001,nutrients,0.07757222970698771,9.16128032839525
HRV,Croatia,catfish,118.10000000000001,water,905.754070994668,106969.5557844703
DEU,Germany,tilapia,112,disturbance,5.829632507368969e-4,0.06529188408253245
DEU,Germany,tilapia,112,GHG,0.483575263722461,54.160429536915636
DEU,Germany,tilapia,112,nutrients,0.07873617323421304,8.818451402231862
DEU,Germany,tilapia,112,water,279.400869039548,31292.897332429377
SRB,Serbia,catfish,107.94999999999999,disturbance,4.14988295741006e-4,0.04479798652524159
SRB,Serbia,catfish,107.94999999999999,GHG,0.31608345108251096,34.12120854435705
SRB,Serbia,catfish,107.94999999999999,nutrients,0.07757222970698771,8.373922196869323
SRB,Serbia,catfish,107.94999999999999,water,905.754070994668,97776.1519638744
LTU,Lithuania,trout,106.15,disturbance,1.03033314220658e-4,0.010936986304522847
LTU,Lithuania,trout,106.15,GHG,0.944759213952999,100.28619056111084
LTU,Lithuania,trout,106.15,nutrients,0.069637167522348,7.39198533249724
LTU,Lithuania,trout,106.15,water,1.34179701380206,142.43175301508867
TGO,Togo,tilapia,103,disturbance,5.829632507368969e-4,0.06004521482590038
TGO,Togo,tilapia,103,GHG,0.483575263722461,49.808252163413485
TGO,Togo,tilapia,103,nutrients,0.07873617323421304,8.109825843123943
TGO,Togo,tilapia,103,water,279.400869039548,28778.289511073446
CAF,Central African Republic,tilapia,100,disturbance,5.829632507368969e-4,0.05829632507368969
CAF,Central African Republic,tilapia,100,GHG,0.483575263722461,48.3575263722461
CAF,Central African Republic,tilapia,100,nutrients,0.07873617323421304,7.873617323421304
CAF,Central African Republic,tilapia,100,water,279.400869039548,27940.0869039548
FJI,Fiji,tilapia,100,disturbance,5.829632507368969e-4,0.05829632507368969
FJI,Fiji,tilapia,100,GHG,0.483575263722461,48.3575263722461
FJI,Fiji,tilapia,100,nutrients,0.07873617323421304,7.873617323421304
FJI,Fiji,tilapia,100,water,279.400869039548,27940.0869039548
MAR,Morocco,trout,100,disturbance,1.03033314220658e-4,0.0103033314220658
MAR,Morocco,trout,100,GHG,0.944759213952999,94.4759213952999
MAR,Morocco,trout,100,nutrients,0.069637167522348,6.9637167522348
MAR,Morocco,trout,100,water,1.34179701380206,134.179701380206
POL,Poland,tilapia,100,disturbance,5.829632507368969e-4,0.05829632507368969
POL,Poland,tilapia,100,GHG,0.483575263722461,48.3575263722461
POL,Poland,tilapia,100,nutrients,0.07873617323421304,7.873617323421304
POL,Poland,tilapia,100,water,279.400869039548,27940.0869039548
SAU,Saudi Arabia,catfish,100,disturbance,4.14988295741006e-4,0.0414988295741006
SAU,Saudi Arabia,catfish,100,GHG,0.31608345108251096,31.608345108251097
SAU,Saudi Arabia,catfish,100,nutrients,0.07757222970698771,7.757222970698771
SAU,Saudi Arabia,catfish,100,water,905.754070994668,90575.4070994668
SWZ,Eswatini,tilapia,100,disturbance,5.829632507368969e-4,0.05829632507368969
SWZ,Eswatini,tilapia,100,GHG,0.483575263722461,48.3575263722461
SWZ,Eswatini,tilapia,100,nutrients,0.07873617323421304,7.873617323421304
SWZ,Eswatini,tilapia,100,water,279.400869039548,27940.0869039548
ZMB,Zambia,oth_carp,99.7,disturbance,6.90874724869731e-4,0.06888021006951218
ZMB,Zambia,oth_carp,99.7,GHG,0.6717593883891231,66.97441102239557
ZMB,Zambia,oth_carp,99.7,nutrients,0.0837671208625867,8.351581949999893
ZMB,Zambia,oth_carp,99.7,water,1735.33249326422,173012.64957844274
ARG,Argentina,oth_carp,98.96,disturbance,6.90874724869731e-4,0.06836896277310858
ARG,Argentina,oth_carp,98.96,GHG,0.6717593883891231,66.47730907498762
ARG,Argentina,oth_carp,98.96,nutrients,0.0837671208625867,8.289594280561579
ARG,Argentina,oth_carp,98.96,water,1735.33249326422,171728.5035334272
NOR,Norway,trout,97,disturbance,1.03033314220658e-4,0.009994231479403827
NOR,Norway,trout,97,GHG,0.944759213952999,91.6416437534409
NOR,Norway,trout,97,nutrients,0.069637167522348,6.754805249667756
NOR,Norway,trout,97,water,1.34179701380206,130.15431033879983
LVA,Latvia,trout,92.2,disturbance,1.03033314220658e-4,0.009499671571144667
LVA,Latvia,trout,92.2,GHG,0.944759213952999,87.10679952646652
LVA,Latvia,trout,92.2,nutrients,0.069637167522348,6.4205468455604855
LVA,Latvia,trout,92.2,water,1.34179701380206,123.71368467254995
SUR,Suriname,catfish,81.75,disturbance,4.14988295741006e-4,0.03392529317682724
SUR,Suriname,catfish,81.75,GHG,0.31608345108251096,25.83982212599527
SUR,Suriname,catfish,81.75,nutrients,0.07757222970698771,6.341529778546246
SUR,Suriname,catfish,81.75,water,905.754070994668,74045.39530381412
GUY,Guyana,tilapia,80.155,disturbance,5.829632507368969e-4,0.04672741936281597
GUY,Guyana,tilapia,80.155,GHG,0.483575263722461,38.76097526367386
GUY,Guyana,tilapia,80.155,nutrients,0.07873617323421304,6.311097965588346
GUY,Guyana,tilapia,80.155,water,279.400869039548,22395.37665786497
COD,Congo - Kinshasa,catfish,80,disturbance,4.14988295741006e-4,0.03319906365928048
COD,Congo - Kinshasa,catfish,80,GHG,0.31608345108251096,25.286676086600878
COD,Congo - Kinshasa,catfish,80,nutrients,0.07757222970698771,6.205778376559017
COD,Congo - Kinshasa,catfish,80,water,905.754070994668,72460.32567957345
SLE,Sierra Leone,tilapia,80,disturbance,5.829632507368969e-4,0.046637060058951754
SLE,Sierra Leone,tilapia,80,GHG,0.483575263722461,38.68602109779688
SLE,Sierra Leone,tilapia,80,nutrients,0.07873617323421304,6.298893858737044
SLE,Sierra Leone,tilapia,80,water,279.400869039548,22352.069523163842
VEN,Venezuela,trout,80,disturbance,1.03033314220658e-4,0.008242665137652639
VEN,Venezuela,trout,80,GHG,0.944759213952999,75.58073711623992
VEN,Venezuela,trout,80,nutrients,0.069637167522348,5.57097340178784
VEN,Venezuela,trout,80,water,1.34179701380206,107.3437611041648
OMN,Oman,tilapia,77.248,disturbance,5.829632507368969e-4,0.045032745192923815
OMN,Oman,tilapia,77.248,GHG,0.483575263722461,37.35522197203267
OMN,Oman,tilapia,77.248,nutrients,0.07873617323421304,6.08221190999649
OMN,Oman,tilapia,77.248,water,279.400869039548,21583.158331567007
BIH,Bosnia & Herzegovina,catfish,76.5,disturbance,4.14988295741006e-4,0.03174660462418696
BIH,Bosnia & Herzegovina,catfish,76.5,GHG,0.31608345108251096,24.180384007812087
BIH,Bosnia & Herzegovina,catfish,76.5,nutrients,0.07757222970698771,5.93427557258456
BIH,Bosnia & Herzegovina,catfish,76.5,water,905.754070994668,69290.18643109211
BDI,Burundi,catfish,75,disturbance,4.14988295741006e-4,0.031124122180575448
BDI,Burundi,catfish,75,GHG,0.31608345108251096,23.706258831188322
BDI,Burundi,catfish,75,nutrients,0.07757222970698771,5.817917228024078
BDI,Burundi,catfish,75,water,905.754070994668,67931.555324600107
BEL,Belgium,catfish,75,disturbance,4.14988295741006e-4,0.031124122180575448
BEL,Belgium,catfish,75,GHG,0.31608345108251096,23.706258831188322
BEL,Belgium,catfish,75,nutrients,0.07757222970698771,5.817917228024078
BEL,Belgium,catfish,75,water,905.754070994668,67931.555324600107
HTI,Haiti,catfish,75,disturbance,4.14988295741006e-4,0.031124122180575448
HTI,Haiti,catfish,75,GHG,0.31608345108251096,23.706258831188322
HTI,Haiti,catfish,75,nutrients,0.07757222970698771,5.817917228024078
HTI,Haiti,catfish,75,water,905.754070994668,67931.555324600107
GUM,Guam,tilapia,70,disturbance,5.829632507368969e-4,0.04080742755158278
GUM,Guam,tilapia,70,GHG,0.483575263722461,33.85026846057227
GUM,Guam,tilapia,70,nutrients,0.07873617323421304,5.511532126394913
GUM,Guam,tilapia,70,water,279.400869039548,19558.060832768362
TLS,Timor-Leste,tilapia,70,disturbance,5.829632507368969e-4,0.04080742755158278
TLS,Timor-Leste,tilapia,70,GHG,0.483575263722461,33.85026846057227
TLS,Timor-Leste,tilapia,70,nutrients,0.07873617323421304,5.511532126394913
TLS,Timor-Leste,tilapia,70,water,279.400869039548,19558.060832768362
"NAM",Namibia,tilapia,69.59,disturbance,5.829632507368969e-4,0.04056841261878066
"NAM",Namibia,tilapia,69.59,GHG,0.483575263722461,33.65200260244606
"NAM",Namibia,tilapia,69.59,nutrients,0.07873617323421304,5.479250295368886
"NAM",Namibia,tilapia,69.59,water,279.400869039548,19443.506476462146
TCD,Chad,tilapia,65,disturbance,5.829632507368969e-4,0.037892611297898296
TCD,Chad,tilapia,65,GHG,0.483575263722461,31.432392141959966
TCD,Chad,tilapia,65,nutrients,0.07873617323421304,5.117851260223848
TCD,Chad,tilapia,65,water,279.400869039548,18161.056487570622
BLZ,Belize,tilapia,60,disturbance,5.829632507368969e-4,0.03497779504421381
BLZ,Belize,tilapia,60,GHG,0.483575263722461,29.01451582334766
BLZ,Belize,tilapia,60,nutrients,0.07873617323421304,4.724170394052782
BLZ,Belize,tilapia,60,water,279.400869039548,16764.052142372882
CHE,Switzerland,tilapia,60,disturbance,5.829632507368969e-4,0.03497779504421381
CHE,Switzerland,tilapia,60,GHG,0.483575263722461,29.01451582334766
CHE,Switzerland,tilapia,60,nutrients,0.07873617323421304,4.724170394052782
CHE,Switzerland,tilapia,60,water,279.400869039548,16764.052142372882
RUS,Russia,tilapia,60,disturbance,5.829632507368969e-4,0.03497779504421381
RUS,Russia,tilapia,60,GHG,0.483575263722461,29.01451582334766
RUS,Russia,tilapia,60,nutrients,0.07873617323421304,4.724170394052782
RUS,Russia,tilapia,60,water,279.400869039548,16764.052142372882
ARG,Argentina,tilapia,56.31,disturbance,5.829632507368969e-4,0.032826660648994664
ARG,Argentina,tilapia,56.31,GHG,0.483575263722461,27.23012310021178
ARG,Argentina,tilapia,56.31,nutrients,0.07873617323421304,4.433633914818537
ARG,Argentina,tilapia,56.31,water,279.400869039548,15733.062935616948
MWI,Malawi,trout,56,disturbance,1.03033314220658e-4,0.005769865596356848
MWI,Malawi,trout,56,GHG,0.944759213952999,52.906515981367946
MWI,Malawi,trout,56,nutrients,0.069637167522348,3.899681381251488
MWI,Malawi,trout,56,water,1.34179701380206,75.14063277291537
LVA,Latvia,catfish,55.94,disturbance,4.14988295741006e-4,0.023214445263751875
LVA,Latvia,catfish,55.94,GHG,0.31608345108251096,17.681708253555662
LVA,Latvia,catfish,55.94,nutrients,0.07757222970698771,4.339390529808893
LVA,Latvia,catfish,55.94,water,905.754070994668,50667.88273144173
HTI,Haiti,oth_carp,55,disturbance,6.90874724869731e-4,0.03799810986783521
HTI,Haiti,oth_carp,55,GHG,0.6717593883891231,36.94676636140177
HTI,Haiti,oth_carp,55,nutrients,0.0837671208625867,4.607191647442268
HTI,Haiti,oth_carp,55,water,1735.33249326422,95443.2871295321
HUN,Hungary,trout,54.1,disturbance,1.03033314220658e-4,0.005574102299337598
HUN,Hungary,trout,54.1,GHG,0.944759213952999,51.11147347485725
HUN,Hungary,trout,54.1,nutrients,0.069637167522348,3.7673707629590267
HUN,Hungary,trout,54.1,water,1.34179701380206,72.59121844669146
MDA,Moldova,catfish,53.5,disturbance,4.14988295741006e-4,0.02220187382214382
MDA,Moldova,catfish,53.5,GHG,0.31608345108251096,16.910464632914337
MDA,Moldova,catfish,53.5,nutrients,0.07757222970698771,4.1501142893238425
